#Prcp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-12,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,86.38797438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#Tmax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,eco100,eco1001,eco1002,eco1003,eco1004,eco1005,eco1006,eco1007,eco1008,eco1009,eco1010,eco1011,eco1012,eco1013,eco1014,eco1015,eco1016,eco1017,eco1018,eco1019,eco1020,eco1021,eco1022,eco1023,eco1024,eco1025,eco1026,eco1027,eco1028,eco1029,eco1030,eco1031,eco1032,eco1033,eco1034,eco1035,eco1036,eco1037,eco1038,eco1039,eco1040,eco1041,eco1042,eco1043,eco1044,eco1045,eco1046,eco1047,eco1048,eco1049,eco1050,eco1051,eco1052,eco1053,eco1054,eco1055,eco1056,eco1057,eco1058,eco1059,eco1060,eco1061,eco1062,eco1063,eco1064,eco1065,eco1066,eco1067,eco1068,eco1069,eco9999,eco100,eco1001,eco1002,eco1003,eco1004,eco1005,eco1006,eco1007,eco1008,eco1009,eco1010,eco1011,eco1012,eco1013,eco1014,eco1015,eco1016,eco1017,eco1018,eco1019,eco1020,eco1021,eco1022,eco1023,eco1024,eco1025,eco1026,eco1027,eco1028,eco1029,eco1030,eco1031,eco1032,eco1033,eco1034,eco1035,eco1036,eco1037,eco1038,eco1039,eco1040,eco1041,eco1042,eco1043,eco1044,eco1045,eco1046,eco1047,eco1048,eco1049,eco1050,eco1051,eco1052,eco1053,eco1054,eco1055,eco1056,eco1057,eco1058,eco1059,eco1060,eco1061,eco1062,eco1063,eco1064,eco1065,eco1066,eco1067,eco1068,eco1069,eco9999,eco100,eco1001,eco1002,eco1003,eco1004,eco1005,eco1006,eco1007,eco1008,eco1009,eco1010,eco1011,eco1012,eco1013,eco1014,eco1015,eco1016,eco1017,eco1018,eco1019,eco1020,eco1021,eco1022,eco1023,eco1024,eco1025,eco1026,eco1027,eco1028,eco1029,eco1030,eco1031,eco1032,eco1033,eco1034,eco1035,eco1036,eco1037,eco1038,eco1039,eco1040,eco1041,eco1042,eco1043,eco1044,eco1045,eco1046,eco1047,eco1048,eco1049,eco1050,eco1051,eco1052,eco1053,eco1054,eco1055,eco1056,eco1057,eco1058,eco1059,eco1060,eco1061,eco1062,eco1063,eco1064,eco1065,eco1066,eco1067,eco1068,eco1069,eco9999
TIMESTEP,MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),MEAN(degC),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),VARIANCE(degC^2),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC),STD_DEV(degC)
2006-01-01,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,-1.962598855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,-2.010199084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,1.160790689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,7.938737506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,12.41473285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,16.06765694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,19.81017956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,21.00374324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,18.20958771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,13.79767113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,7.316915439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
